"ap_payoff","av_payoff","block","category","condition","correct","counterbalance","dim0","dim1","dim2","dim3","fullinfo","imagenum","physdim0","physdim1","physdim2","physdim3","response","reward","score_post","score_pre","stimnum","swapdim0","swapdim1","swapdim2","swapdim3","test","trial","uniqueid","exclude"
1,0,0,1,"full_info","False",4,0,0,0,1,"True",10,1,3,0,2,0,0,0,0,8,1,1,0,1,"False",0,1,0
-5,0,0,0,"full_info","True",4,1,1,0,0,"True",4,1,3,0,2,0,0,0,0,3,1,1,0,1,"False",1,1,0
1,0,0,1,"full_info","True",4,0,1,0,1,"True",2,1,3,0,2,1,1,1,0,10,1,1,0,1,"False",2,1,0
1,0,0,1,"full_info","True",4,0,0,1,1,"True",11,1,3,0,2,1,1,2,1,12,1,1,0,1,"False",3,1,0
1,0,0,1,"full_info","True",4,0,1,0,1,"True",2,1,3,0,2,1,1,3,2,10,1,1,0,1,"False",4,1,0
1,0,0,1,"full_info","False",4,1,0,1,0,"True",13,1,3,0,2,0,0,3,3,5,1,1,0,1,"False",5,1,0
1,0,0,1,"full_info","True",4,0,0,0,1,"True",10,1,3,0,2,1,1,4,3,8,1,1,0,1,"False",6,1,0
-5,0,0,0,"full_info","True",4,1,1,0,0,"True",4,1,3,0,2,0,0,4,4,3,1,1,0,1,"False",7,1,0
-5,0,0,0,"full_info","True",4,0,0,0,0,"True",14,1,3,0,2,0,0,4,4,0,1,1,0,1,"False",8,1,0
1,0,0,1,"full_info","False",4,1,1,1,0,"True",5,1,3,0,2,0,0,4,4,7,1,1,0,1,"False",9,1,0
1,0,0,1,"full_info","False",4,1,1,1,0,"True",5,1,3,0,2,0,0,4,4,7,1,1,0,1,"False",10,1,0
1,0,0,1,"full_info","False",4,0,1,1,0,"True",7,1,3,0,2,0,0,4,4,6,1,1,0,1,"False",11,1,0
1,0,0,1,"full_info","True",4,1,0,0,1,"True",8,1,3,0,2,1,1,5,4,9,1,1,0,1,"False",12,1,0
1,0,0,1,"full_info","True",4,1,1,0,1,"True",0,1,3,0,2,1,1,6,5,11,1,1,0,1,"False",13,1,0
-5,0,0,0,"full_info","True",4,0,0,0,0,"True",14,1,3,0,2,0,0,6,6,0,1,1,0,1,"False",14,1,0
1,0,0,1,"full_info","False",4,1,1,1,0,"True",5,1,3,0,2,0,0,6,6,7,1,1,0,1,"False",15,1,0
1,0,1,1,"full_info","False",4,0,1,1,1,"True",3,1,3,0,2,0,0,6,6,14,1,1,0,1,"False",16,1,0
1,0,1,1,"full_info","True",4,1,1,0,1,"True",0,1,3,0,2,1,1,7,6,11,1,1,0,1,"False",17,1,0
1,0,1,1,"full_info","True",4,0,0,1,1,"True",11,1,3,0,2,1,1,8,7,12,1,1,0,1,"False",18,1,0
1,0,1,1,"full_info","False",4,1,1,1,0,"True",5,1,3,0,2,0,0,8,8,7,1,1,0,1,"False",19,1,0
-5,0,1,0,"full_info","False",4,0,1,0,0,"True",6,1,3,0,2,1,-5,3,8,2,1,1,0,1,"False",20,1,0
1,0,1,1,"full_info","False",4,1,0,1,0,"True",13,1,3,0,2,0,0,3,3,5,1,1,0,1,"False",21,1,0
-5,0,1,0,"full_info","True",4,1,1,0,0,"True",4,1,3,0,2,0,0,3,3,3,1,1,0,1,"False",22,1,0
1,0,1,1,"full_info","True",4,1,0,0,1,"True",8,1,3,0,2,1,1,4,3,9,1,1,0,1,"False",23,1,0
-5,0,1,0,"full_info","True",4,0,1,0,0,"True",6,1,3,0,2,0,0,4,4,2,1,1,0,1,"False",24,1,0
1,0,1,1,"full_info","True",4,0,1,1,1,"True",3,1,3,0,2,1,1,5,4,14,1,1,0,1,"False",25,1,0
1,0,1,1,"full_info","True",4,0,0,0,1,"True",10,1,3,0,2,1,1,6,5,8,1,1,0,1,"False",26,1,0
1,0,1,1,"full_info","True",4,1,1,0,1,"True",0,1,3,0,2,1,1,7,6,11,1,1,0,1,"False",27,1,0
-5,0,1,0,"full_info","True",4,1,0,0,0,"True",12,1,3,0,2,0,0,7,7,1,1,1,0,1,"False",28,1,0
1,0,1,1,"full_info","True",4,1,0,1,1,"True",9,1,3,0,2,1,1,8,7,13,1,1,0,1,"False",29,1,0
1,0,1,1,"full_info","True",4,0,1,0,1,"True",2,1,3,0,2,1,1,9,8,10,1,1,0,1,"False",30,1,0
1,0,1,1,"full_info","False",4,0,1,1,0,"True",7,1,3,0,2,0,0,9,9,6,1,1,0,1,"False",31,1,0
1,0,2,1,"full_info","False",4,0,0,1,0,"True",15,1,3,0,2,0,0,9,9,4,1,1,0,1,"False",32,1,0
1,0,2,1,"full_info","False",4,1,1,0,1,"True",0,1,3,0,2,0,0,9,9,11,1,1,0,1,"False",33,1,0
1,0,2,1,"full_info","False",4,1,0,1,0,"True",13,1,3,0,2,0,0,9,9,5,1,1,0,1,"False",34,1,0
1,0,2,1,"full_info","True",4,0,0,1,1,"True",11,1,3,0,2,1,1,10,9,12,1,1,0,1,"False",35,1,0
1,0,2,1,"full_info","True",4,0,1,0,1,"True",2,1,3,0,2,1,1,11,10,10,1,1,0,1,"False",36,1,0
-5,0,2,0,"full_info","True",4,1,0,0,0,"True",12,1,3,0,2,0,0,11,11,1,1,1,0,1,"False",37,1,0
-5,0,2,0,"full_info","True",4,1,1,0,0,"True",4,1,3,0,2,0,0,11,11,3,1,1,0,1,"False",38,1,0
1,0,2,1,"full_info","False",4,1,1,1,1,"True",1,1,3,0,2,0,0,11,11,15,1,1,0,1,"False",39,1,0
1,0,2,1,"full_info","False",4,0,1,1,0,"True",7,1,3,0,2,0,0,11,11,6,1,1,0,1,"False",40,1,0
1,0,2,1,"full_info","True",4,1,1,1,1,"True",1,1,3,0,2,1,1,12,11,15,1,1,0,1,"False",41,1,0
1,0,2,1,"full_info","True",4,1,0,1,1,"True",9,1,3,0,2,1,1,13,12,13,1,1,0,1,"False",42,1,0
1,0,2,1,"full_info","False",4,0,0,1,0,"True",15,1,3,0,2,0,0,13,13,4,1,1,0,1,"False",43,1,0
1,0,2,1,"full_info","True",4,0,0,1,0,"True",15,1,3,0,2,1,1,14,13,4,1,1,0,1,"False",44,1,0
-5,0,2,0,"full_info","True",4,1,0,0,0,"True",12,1,3,0,2,0,0,14,14,1,1,1,0,1,"False",45,1,0
1,0,2,1,"full_info","True",4,1,0,1,1,"True",9,1,3,0,2,1,1,15,14,13,1,1,0,1,"False",46,1,0
-5,0,2,0,"full_info","True",4,0,0,0,0,"True",14,1,3,0,2,0,0,15,15,0,1,1,0,1,"False",47,1,0
1,0,3,1,"full_info","True",4,1,0,0,1,"True",8,1,3,0,2,1,1,16,15,9,1,1,0,1,"False",48,1,0
1,0,3,1,"full_info","False",4,1,1,1,1,"True",1,1,3,0,2,0,0,16,16,15,1,1,0,1,"False",49,1,0
1,0,3,1,"full_info","False",4,1,0,1,0,"True",13,1,3,0,2,0,0,16,16,5,1,1,0,1,"False",50,1,0
-5,0,3,0,"full_info","True",4,0,1,0,0,"True",6,1,3,0,2,0,0,16,16,2,1,1,0,1,"False",51,1,0
1,0,3,1,"full_info","False",4,0,1,1,0,"True",7,1,3,0,2,0,0,16,16,6,1,1,0,1,"False",52,1,0
1,0,3,1,"full_info","False",4,0,0,1,0,"True",15,1,3,0,2,0,0,16,16,4,1,1,0,1,"False",53,1,0
-5,0,3,0,"full_info","True",4,1,0,0,0,"True",12,1,3,0,2,0,0,16,16,1,1,1,0,1,"False",54,1,0
1,0,3,1,"full_info","True",4,1,0,0,1,"True",8,1,3,0,2,1,1,17,16,9,1,1,0,1,"False",55,1,0
-5,0,3,0,"full_info","True",4,0,1,0,0,"True",6,1,3,0,2,0,0,17,17,2,1,1,0,1,"False",56,1,0
1,0,3,1,"full_info","True",4,0,0,1,1,"True",11,1,3,0,2,1,1,18,17,12,1,1,0,1,"False",57,1,0
1,0,3,1,"full_info","True",4,0,0,0,1,"True",10,1,3,0,2,1,1,19,18,8,1,1,0,1,"False",58,1,0
-5,0,3,0,"full_info","True",4,0,0,0,0,"True",14,1,3,0,2,0,0,19,19,0,1,1,0,1,"False",59,1,0
1,0,3,1,"full_info","True",4,1,0,1,1,"True",9,1,3,0,2,1,1,20,19,13,1,1,0,1,"False",60,1,0
1,0,3,1,"full_info","False",4,0,1,1,1,"True",3,1,3,0,2,0,0,20,20,14,1,1,0,1,"False",61,1,0
1,0,3,1,"full_info","False",4,0,1,1,1,"True",3,1,3,0,2,0,0,20,20,14,1,1,0,1,"False",62,1,0
1,0,3,1,"full_info","False",4,1,1,1,1,"True",1,1,3,0,2,0,0,20,20,15,1,1,0,1,"False",63,1,0
1,0,4,1,"full_info","True",4,1,0,1,1,"True",9,1,3,0,2,1,1,21,20,13,1,1,0,1,"True",64,1,0
1,0,4,1,"full_info","True",4,0,1,1,1,"True",3,1,3,0,2,1,1,22,21,14,1,1,0,1,"True",65,1,0
-5,0,4,0,"full_info","True",4,0,0,0,0,"True",14,1,3,0,2,0,0,22,22,0,1,1,0,1,"True",66,1,0
1,0,4,1,"full_info","False",4,0,0,0,1,"True",10,1,3,0,2,0,0,22,22,8,1,1,0,1,"True",67,1,0
1,0,4,1,"full_info","True",4,0,0,1,1,"True",11,1,3,0,2,1,1,23,22,12,1,1,0,1,"True",68,1,0
-5,0,4,0,"full_info","True",4,1,1,0,0,"True",4,1,3,0,2,0,0,23,23,3,1,1,0,1,"True",69,1,0
1,0,4,1,"full_info","False",4,1,0,0,1,"True",8,1,3,0,2,0,0,23,23,9,1,1,0,1,"True",70,1,0
1,0,4,1,"full_info","False",4,1,1,1,1,"True",1,1,3,0,2,0,0,23,23,15,1,1,0,1,"True",71,1,0
-5,0,4,0,"full_info","True",4,0,1,0,0,"True",6,1,3,0,2,0,0,23,23,2,1,1,0,1,"True",72,1,0
-5,0,4,0,"full_info","True",4,1,0,0,0,"True",12,1,3,0,2,0,0,23,23,1,1,1,0,1,"True",73,1,0
1,0,4,1,"full_info","False",4,1,0,1,0,"True",13,1,3,0,2,0,0,23,23,5,1,1,0,1,"True",74,1,0
1,0,4,1,"full_info","False",4,0,1,1,0,"True",7,1,3,0,2,0,0,23,23,6,1,1,0,1,"True",75,1,0
1,0,4,1,"full_info","False",4,1,1,1,0,"True",5,1,3,0,2,0,0,23,23,7,1,1,0,1,"True",76,1,0
1,0,4,1,"full_info","False",4,0,0,1,0,"True",15,1,3,0,2,0,0,23,23,4,1,1,0,1,"True",77,1,0
1,0,4,1,"full_info","False",4,0,1,0,1,"True",2,1,3,0,2,0,0,23,23,10,1,1,0,1,"True",78,1,0
1,0,4,1,"full_info","False",4,1,1,0,1,"True",0,1,3,0,2,0,0,23,23,11,1,1,0,1,"True",79,1,0
1,0,5,1,"full_info","False",4,1,1,1,0,"True",5,1,3,0,2,0,0,23,23,7,1,1,0,1,"True",80,1,0
1,0,5,1,"full_info","True",4,0,0,1,1,"True",11,1,3,0,2,1,1,24,23,12,1,1,0,1,"True",81,1,0
1,0,5,1,"full_info","False",4,1,0,0,1,"True",8,1,3,0,2,0,0,24,24,9,1,1,0,1,"True",82,1,0
-5,0,5,0,"full_info","True",4,1,0,0,0,"True",12,1,3,0,2,0,0,24,24,1,1,1,0,1,"True",83,1,0
1,0,5,1,"full_info","False",4,0,1,1,0,"True",7,1,3,0,2,0,0,24,24,6,1,1,0,1,"True",84,1,0
1,0,5,1,"full_info","False",4,1,0,1,1,"True",9,1,3,0,2,0,0,24,24,13,1,1,0,1,"True",85,1,0
1,0,5,1,"full_info","False",4,1,1,1,1,"True",1,1,3,0,2,0,0,24,24,15,1,1,0,1,"True",86,1,0
-5,0,5,0,"full_info","True",4,1,1,0,0,"True",4,1,3,0,2,0,0,24,24,3,1,1,0,1,"True",87,1,0
1,0,5,1,"full_info","False",4,0,0,0,1,"True",10,1,3,0,2,0,0,24,24,8,1,1,0,1,"True",88,1,0
1,0,5,1,"full_info","True",4,0,1,0,1,"True",2,1,3,0,2,1,1,25,24,10,1,1,0,1,"True",89,1,0
1,0,5,1,"full_info","False",4,0,1,1,1,"True",3,1,3,0,2,0,0,25,25,14,1,1,0,1,"True",90,1,0
-5,0,5,0,"full_info","False",4,0,0,0,0,"True",14,1,3,0,2,1,-5,20,25,0,1,1,0,1,"True",91,1,0
1,0,5,1,"full_info","False",4,1,0,1,0,"True",13,1,3,0,2,0,0,20,20,5,1,1,0,1,"True",92,1,0
-5,0,5,0,"full_info","True",4,0,1,0,0,"True",6,1,3,0,2,0,0,20,20,2,1,1,0,1,"True",93,1,0
1,0,5,1,"full_info","False",4,0,0,1,0,"True",15,1,3,0,2,0,0,20,20,4,1,1,0,1,"True",94,1,0
1,0,5,1,"full_info","False",4,1,1,0,1,"True",0,1,3,0,2,0,0,20,20,11,1,1,0,1,"True",95,1,0
1,0,0,1,"contingent","True",4,0,0,1,1,"False",5,3,1,0,2,1,1,1,0,12,0,0,0,0,"False",0,67,0
-5,0,0,0,"contingent","True",4,0,1,0,0,"False",2,3,1,0,2,0,0,1,1,2,0,0,0,0,"False",1,67,0
1,0,0,1,"contingent","True",4,1,1,1,1,"False",15,3,1,0,2,1,1,2,1,15,0,0,0,0,"False",2,67,0
1,0,0,1,"contingent","True",4,1,0,1,1,"False",13,3,1,0,2,1,1,3,2,13,0,0,0,0,"False",3,67,0
1,0,0,1,"contingent","True",4,1,0,0,1,"False",12,3,1,0,2,1,1,4,3,9,0,0,0,0,"False",4,67,0
1,0,0,1,"contingent","True",4,1,0,1,0,"False",9,3,1,0,2,1,1,5,4,5,0,0,0,0,"False",5,67,0
1,0,0,1,"contingent","True",4,0,1,1,1,"False",7,3,1,0,2,1,1,6,5,14,0,0,0,0,"False",6,67,0
-5,0,0,0,"contingent","False",4,1,0,0,0,"False",8,3,1,0,2,1,-5,1,6,1,0,0,0,0,"False",7,67,0
1,0,0,1,"contingent","True",4,1,1,1,0,"False",11,3,1,0,2,1,1,2,1,7,0,0,0,0,"False",8,67,0
1,0,0,1,"contingent","False",4,1,0,0,1,"False",12,3,1,0,2,0,0,2,2,9,0,0,0,0,"False",9,67,0
1,0,0,1,"contingent","True",4,1,0,1,0,"False",9,3,1,0,2,1,1,3,2,5,0,0,0,0,"False",10,67,0
1,0,0,1,"contingent","False",4,1,0,0,1,"False",12,3,1,0,2,0,0,3,3,9,0,0,0,0,"False",11,67,0
1,0,0,1,"contingent","True",4,1,0,1,1,"False",13,3,1,0,2,1,1,4,3,13,0,0,0,0,"False",12,67,0
-5,0,0,0,"contingent","False",4,0,0,0,0,"False",0,3,1,0,2,1,-5,-1,4,0,0,0,0,0,"False",13,67,0
-5,0,0,0,"contingent","True",4,1,1,0,0,"False",10,3,1,0,2,0,0,-1,-1,3,0,0,0,0,"False",14,67,0
1,0,0,1,"contingent","True",4,1,1,0,1,"False",14,3,1,0,2,1,1,0,-1,11,0,0,0,0,"False",15,67,0
1,0,1,1,"contingent","True",4,0,1,1,1,"False",7,3,1,0,2,1,1,1,0,14,0,0,0,0,"False",16,67,0
1,0,1,1,"contingent","False",4,0,0,0,1,"False",4,3,1,0,2,0,0,1,1,8,0,0,0,0,"False",17,67,0
1,0,1,1,"contingent","True",4,0,1,1,1,"False",7,3,1,0,2,1,1,2,1,14,0,0,0,0,"False",18,67,0
1,0,1,1,"contingent","True",4,1,1,1,0,"False",11,3,1,0,2,1,1,3,2,7,0,0,0,0,"False",19,67,0
-5,0,1,0,"contingent","False",4,0,1,0,0,"False",2,3,1,0,2,1,-5,-2,3,2,0,0,0,0,"False",20,67,0
-5,0,1,0,"contingent","True",4,0,0,0,0,"False",0,3,1,0,2,0,0,-2,-2,0,0,0,0,0,"False",21,67,0
1,0,1,1,"contingent","True",4,0,0,1,1,"False",5,3,1,0,2,1,1,-1,-2,12,0,0,0,0,"False",22,67,0
1,0,1,1,"contingent","True",4,0,0,0,1,"False",4,3,1,0,2,1,1,0,-1,8,0,0,0,0,"False",23,67,0
1,0,1,1,"contingent","True",4,0,0,1,0,"False",1,3,1,0,2,1,1,1,0,4,0,0,0,0,"False",24,67,0
1,0,1,1,"contingent","True",4,1,0,1,0,"False",9,3,1,0,2,1,1,2,1,5,0,0,0,0,"False",25,67,0
1,0,1,1,"contingent","True",4,1,1,1,1,"False",15,3,1,0,2,1,1,3,2,15,0,0,0,0,"False",26,67,0
-5,0,1,0,"contingent","True",4,1,1,0,0,"False",10,3,1,0,2,0,0,3,3,3,0,0,0,0,"False",27,67,0
1,0,1,1,"contingent","True",4,0,0,1,1,"False",5,3,1,0,2,1,1,4,3,12,0,0,0,0,"False",28,67,0
-5,0,1,0,"contingent","True",4,0,0,0,0,"False",0,3,1,0,2,0,0,4,4,0,0,0,0,0,"False",29,67,0
1,0,1,1,"contingent","True",4,1,1,1,0,"False",11,3,1,0,2,1,1,5,4,7,0,0,0,0,"False",30,67,0
1,0,1,1,"contingent","True",4,1,1,1,1,"False",15,3,1,0,2,1,1,6,5,15,0,0,0,0,"False",31,67,0
1,0,2,1,"contingent","True",4,0,1,1,1,"False",7,3,1,0,2,1,1,7,6,14,0,0,0,0,"False",32,67,0
1,0,2,1,"contingent","True",4,1,0,1,0,"False",9,3,1,0,2,1,1,8,7,5,0,0,0,0,"False",33,67,0
-5,0,2,0,"contingent","True",4,0,1,0,0,"False",2,3,1,0,2,0,0,8,8,2,0,0,0,0,"False",34,67,0
1,0,2,1,"contingent","True",4,1,1,0,1,"False",14,3,1,0,2,1,1,9,8,11,0,0,0,0,"False",35,67,0
1,0,2,1,"contingent","True",4,0,1,1,0,"False",3,3,1,0,2,1,1,10,9,6,0,0,0,0,"False",36,67,0
1,0,2,1,"contingent","True",4,0,0,1,0,"False",1,3,1,0,2,1,1,11,10,4,0,0,0,0,"False",37,67,0
1,0,2,1,"contingent","True",4,1,0,1,1,"False",13,3,1,0,2,1,1,12,11,13,0,0,0,0,"False",38,67,0
-5,0,2,0,"contingent","True",4,1,1,0,0,"False",10,3,1,0,2,0,0,12,12,3,0,0,0,0,"False",39,67,0
1,0,2,1,"contingent","True",4,0,1,1,0,"False",3,3,1,0,2,1,1,13,12,6,0,0,0,0,"False",40,67,0
1,0,2,1,"contingent","True",4,0,1,1,0,"False",3,3,1,0,2,1,1,14,13,6,0,0,0,0,"False",41,67,0
1,0,2,1,"contingent","True",4,0,1,0,1,"False",6,3,1,0,2,1,1,15,14,10,0,0,0,0,"False",42,67,0
-5,0,2,0,"contingent","True",4,0,0,0,0,"False",0,3,1,0,2,0,0,15,15,0,0,0,0,0,"False",43,67,0
-5,0,2,0,"contingent","True",4,1,0,0,0,"False",8,3,1,0,2,0,0,15,15,1,0,0,0,0,"False",44,67,0
1,0,2,1,"contingent","True",4,1,1,0,1,"False",14,3,1,0,2,1,1,16,15,11,0,0,0,0,"False",45,67,0
1,0,2,1,"contingent","True",4,0,0,1,0,"False",1,3,1,0,2,1,1,17,16,4,0,0,0,0,"False",46,67,0
1,0,2,1,"contingent","True",4,0,0,1,1,"False",5,3,1,0,2,1,1,18,17,12,0,0,0,0,"False",47,67,0
-5,0,3,0,"contingent","True",4,0,1,0,0,"False",2,3,1,0,2,0,0,18,18,2,0,0,0,0,"False",48,67,0
1,0,3,1,"contingent","True",4,1,1,0,1,"False",14,3,1,0,2,1,1,19,18,11,0,0,0,0,"False",49,67,0
-5,0,3,0,"contingent","True",4,1,0,0,0,"False",8,3,1,0,2,0,0,19,19,1,0,0,0,0,"False",50,67,0
1,0,3,1,"contingent","True",4,0,0,0,1,"False",4,3,1,0,2,1,1,20,19,8,0,0,0,0,"False",51,67,0
1,0,3,1,"contingent","True",4,1,0,0,1,"False",12,3,1,0,2,1,1,21,20,9,0,0,0,0,"False",52,67,0
1,0,3,1,"contingent","True",4,0,1,0,1,"False",6,3,1,0,2,1,1,22,21,10,0,0,0,0,"False",53,67,0
1,0,3,1,"contingent","True",4,0,0,1,0,"False",1,3,1,0,2,1,1,23,22,4,0,0,0,0,"False",54,67,0
1,0,3,1,"contingent","True",4,1,0,1,1,"False",13,3,1,0,2,1,1,24,23,13,0,0,0,0,"False",55,67,0
1,0,3,1,"contingent","True",4,0,1,0,1,"False",6,3,1,0,2,1,1,25,24,10,0,0,0,0,"False",56,67,0
1,0,3,1,"contingent","True",4,1,1,1,1,"False",15,3,1,0,2,1,1,26,25,15,0,0,0,0,"False",57,67,0
-5,0,3,0,"contingent","True",4,1,1,0,0,"False",10,3,1,0,2,0,0,26,26,3,0,0,0,0,"False",58,67,0
1,0,3,1,"contingent","True",4,0,1,0,1,"False",6,3,1,0,2,1,1,27,26,10,0,0,0,0,"False",59,67,0
1,0,3,1,"contingent","True",4,0,1,1,0,"False",3,3,1,0,2,1,1,28,27,6,0,0,0,0,"False",60,67,0
-5,0,3,0,"contingent","True",4,1,0,0,0,"False",8,3,1,0,2,0,0,28,28,1,0,0,0,0,"False",61,67,0
1,0,3,1,"contingent","True",4,1,1,1,0,"False",11,3,1,0,2,1,1,29,28,7,0,0,0,0,"False",62,67,0
1,0,3,1,"contingent","True",4,0,0,0,1,"False",4,3,1,0,2,1,1,30,29,8,0,0,0,0,"False",63,67,0
-5,0,4,0,"contingent","True",4,0,1,0,0,"False",2,3,1,0,2,0,0,30,30,2,0,0,0,0,"True",64,67,0
1,0,4,1,"contingent","True",4,1,1,0,1,"False",14,3,1,0,2,1,1,31,30,11,0,0,0,0,"True",65,67,0
1,0,4,1,"contingent","True",4,1,0,1,0,"False",9,3,1,0,2,1,1,32,31,5,0,0,0,0,"True",66,67,0
1,0,4,1,"contingent","True",4,0,1,1,1,"False",7,3,1,0,2,1,1,33,32,14,0,0,0,0,"True",67,67,0
1,0,4,1,"contingent","True",4,1,1,1,1,"False",15,3,1,0,2,1,1,34,33,15,0,0,0,0,"True",68,67,0
1,0,4,1,"contingent","True",4,0,1,1,0,"False",3,3,1,0,2,1,1,35,34,6,0,0,0,0,"True",69,67,0
1,0,4,1,"contingent","True",4,0,1,0,1,"False",6,3,1,0,2,1,1,36,35,10,0,0,0,0,"True",70,67,0
-5,0,4,0,"contingent","True",4,0,0,0,0,"False",0,3,1,0,2,0,0,36,36,0,0,0,0,0,"True",71,67,0
1,0,4,1,"contingent","True",4,0,0,0,1,"False",4,3,1,0,2,1,1,37,36,8,0,0,0,0,"True",72,67,0
-5,0,4,0,"contingent","True",4,1,1,0,0,"False",10,3,1,0,2,0,0,37,37,3,0,0,0,0,"True",73,67,0
1,0,4,1,"contingent","True",4,1,0,1,1,"False",13,3,1,0,2,1,1,38,37,13,0,0,0,0,"True",74,67,0
1,0,4,1,"contingent","True",4,0,0,1,1,"False",5,3,1,0,2,1,1,39,38,12,0,0,0,0,"True",75,67,0
1,0,4,1,"contingent","True",4,1,0,0,1,"False",12,3,1,0,2,1,1,40,39,9,0,0,0,0,"True",76,67,0
-5,0,4,0,"contingent","True",4,1,0,0,0,"False",8,3,1,0,2,0,0,40,40,1,0,0,0,0,"True",77,67,0
1,0,4,1,"contingent","True",4,0,0,1,0,"False",1,3,1,0,2,1,1,41,40,4,0,0,0,0,"True",78,67,0
1,0,4,1,"contingent","True",4,1,1,1,0,"False",11,3,1,0,2,1,1,42,41,7,0,0,0,0,"True",79,67,0
1,0,5,1,"contingent","True",4,1,1,0,1,"False",14,3,1,0,2,1,1,43,42,11,0,0,0,0,"True",80,67,0
1,0,5,1,"contingent","True",4,1,0,1,1,"False",13,3,1,0,2,1,1,44,43,13,0,0,0,0,"True",81,67,0
1,0,5,1,"contingent","True",4,1,1,1,1,"False",15,3,1,0,2,1,1,45,44,15,0,0,0,0,"True",82,67,0
1,0,5,1,"contingent","True",4,0,0,0,1,"False",4,3,1,0,2,1,1,46,45,8,0,0,0,0,"True",83,67,0
1,0,5,1,"contingent","True",4,0,0,1,1,"False",5,3,1,0,2,1,1,47,46,12,0,0,0,0,"True",84,67,0
-5,0,5,0,"contingent","True",4,1,1,0,0,"False",10,3,1,0,2,0,0,47,47,3,0,0,0,0,"True",85,67,0
1,0,5,1,"contingent","True",4,1,1,1,0,"False",11,3,1,0,2,1,1,48,47,7,0,0,0,0,"True",86,67,0
-5,0,5,0,"contingent","True",4,0,0,0,0,"False",0,3,1,0,2,0,0,48,48,0,0,0,0,0,"True",87,67,0
1,0,5,1,"contingent","True",4,0,1,1,1,"False",7,3,1,0,2,1,1,49,48,14,0,0,0,0,"True",88,67,0
-5,0,5,0,"contingent","True",4,0,1,0,0,"False",2,3,1,0,2,0,0,49,49,2,0,0,0,0,"True",89,67,0
1,0,5,1,"contingent","True",4,0,1,1,0,"False",3,3,1,0,2,1,1,50,49,6,0,0,0,0,"True",90,67,0
1,0,5,1,"contingent","True",4,1,0,1,0,"False",9,3,1,0,2,1,1,51,50,5,0,0,0,0,"True",91,67,0
1,0,5,1,"contingent","True",4,0,0,1,0,"False",1,3,1,0,2,1,1,52,51,4,0,0,0,0,"True",92,67,0
-5,0,5,0,"contingent","True",4,1,0,0,0,"False",8,3,1,0,2,0,0,52,52,1,0,0,0,0,"True",93,67,0
1,0,5,1,"contingent","True",4,0,1,0,1,"False",6,3,1,0,2,1,1,53,52,10,0,0,0,0,"True",94,67,0
1,0,5,1,"contingent","True",4,1,0,0,1,"False",12,3,1,0,2,1,1,54,53,9,0,0,0,0,"True",95,67,0
1,0,0,1,"contingent","True",0,1,1,1,0,"False",9,0,1,3,2,1,1,1,0,7,0,1,0,0,"False",0,62,0
-5,0,0,0,"contingent","False",0,0,1,0,0,"False",0,0,1,3,2,1,-5,-4,1,2,0,1,0,0,"False",1,62,0
1,0,0,1,"contingent","True",0,0,0,0,1,"False",6,0,1,3,2,1,1,-3,-4,8,0,1,0,0,"False",2,62,0
1,0,0,1,"contingent","True",0,0,1,1,0,"False",8,0,1,3,2,1,1,-2,-3,6,0,1,0,0,"False",3,62,0
1,0,0,1,"contingent","True",0,1,0,0,1,"False",7,0,1,3,2,1,1,-1,-2,9,0,1,0,0,"False",4,62,0
1,0,0,1,"contingent","True",0,1,0,0,1,"False",7,0,1,3,2,1,1,0,-1,9,0,1,0,0,"False",5,62,0
1,0,0,1,"contingent","True",0,1,0,1,1,"False",15,0,1,3,2,1,1,1,0,13,0,1,0,0,"False",6,62,0
-5,0,0,0,"contingent","False",0,0,1,0,0,"False",0,0,1,3,2,1,-5,-4,1,2,0,1,0,0,"False",7,62,0
1,0,0,1,"contingent","True",0,0,0,1,1,"False",14,0,1,3,2,1,1,-3,-4,12,0,1,0,0,"False",8,62,0
1,0,0,1,"contingent","True",0,0,1,0,1,"False",4,0,1,3,2,1,1,-2,-3,10,0,1,0,0,"False",9,62,0
1,0,0,1,"contingent","True",0,0,0,1,0,"False",10,0,1,3,2,1,1,-1,-2,4,0,1,0,0,"False",10,62,0
-5,0,0,0,"contingent","False",0,1,0,0,0,"False",3,0,1,3,2,1,-5,-6,-1,1,0,1,0,0,"False",11,62,0
-5,0,0,0,"contingent","True",0,1,0,0,0,"False",3,0,1,3,2,0,0,-6,-6,1,0,1,0,0,"False",12,62,0
1,0,0,1,"contingent","True",0,1,1,1,0,"False",9,0,1,3,2,1,1,-5,-6,7,0,1,0,0,"False",13,62,0
1,0,0,1,"contingent","True",0,1,1,0,1,"False",5,0,1,3,2,1,1,-4,-5,11,0,1,0,0,"False",14,62,0
1,0,0,1,"contingent","True",0,1,1,1,0,"False",9,0,1,3,2,1,1,-3,-4,7,0,1,0,0,"False",15,62,0
1,0,1,1,"contingent","True",0,0,0,1,1,"False",14,0,1,3,2,1,1,-2,-3,12,0,1,0,0,"False",16,62,0
1,0,1,1,"contingent","True",0,1,1,1,1,"False",13,0,1,3,2,1,1,-1,-2,15,0,1,0,0,"False",17,62,0
1,0,1,1,"contingent","True",0,0,1,1,0,"False",8,0,1,3,2,1,1,0,-1,6,0,1,0,0,"False",18,62,0
